NOMBDEP;NOMBPROV;NOMBDIST;UBIGEO;BUDGET;SEX_M;SEX_F;AGE_0_2;AGE_3_8;AGE_9_18;AGE_19_45;AGE_46_65;AGE_66_120;AREA_URB;AREA_RUR;CONTRACT_SERV;SUBSIDY;CASES_COVID;UBN_1;UBN_2;UBN_3;UBN_4;UBN_5;UBN_6
ANCASH;PALLASCA;SANTA ROSA;21510;74250;56289;47911;5479;10313;16973;32119;24600;15684;32656;71544;46810;22800;1;87.650002;7.0999999;10.49;5.5599999;1.23;2.78
ANCASH;PALLASCA;TAUCA;21511;99997.94;131183;143217;11603;36959;56513;79505;54901;36959;126886;147514;86345.36;20520;9;83.400002;7.73;6.3400002;5.6999998;1.77;8.8699999
ANCASH;POMABAMBA;POMABAMBA;21601;597485.4;701986;783214;79160;184343;334170;485412;263503;147540;595931;889269;667306.8;47120;276;71.790001;12.71;4.0900002;12.44;1.65;17.02
ANCASH;POMABAMBA;HUAYLLAN;21602;100000;150893;170707;13500;40608;73705;105821;57048;33641;54108;267492;100000;0;35;89.410004;9.6099997;2.8399999;6.9899998;3.28;26.75
ANCASH;POMABAMBA;PAROBAMBA;21603;124666;297915;323285;31359;77636;153857;170517;120102;71321;100176;521024;99997.86;4560;32;93.290001;7.0100002;7.9200001;24.23;8.3400002;32.080002
ANCASH;POMABAMBA;QUINUABAMBA;21604;171975;115178;124322;10124;33965;64556;71197;36252;24277;24385;215115;0;2280;12;91.309998;25.91;2.1300001;19.049999;4.4200001;36.740002
ANCASH;RECUAY;RECUAY;21701;73110;216223;247977;23869;50438;81759;154553;86079;71714;333191;131009;388078;113240;104;59.290001;11.83;2.5699999;16.610001;1.03;7.27
ANCASH;RECUAY;CATAC;21702;79800;194106;218194;21603;49688;80148;155976;67943;39318;290133;122167;50000;83600;73;57.189999;18.709999;6.27;8.3800001;1.6799999;4.3200002
ANCASH;RECUAY;COTAPARACO;21703;86657;19870;19330;2268;3888;7451;13715;6587;5507;34233;4967;0;4560;2;75.209999;8.2600002;25.620001;14.88;0.82999998;5.79
ANCASH;RECUAY;HUAYLLAPAMPA;21704;77617;29934;37066;1405;4647;10266;16750;18587;16534;36094;30906;0;3040;11;93.559998;10.23;33.330002;58.709999;0.38;9.8500004
ANCASH;RECUAY;LLACLLIN;21705;84166.32;38252;46248;3134;10698;15776;23340;16965;15344;72290;12210;47248.02;2280;8;83.389999;8.46;5.02;45.450001;2.51;13.17
ANCASH;RECUAY;MARCA;21706;50000;85330;85870;3132;8425;19658;56059;41909;43421;158671;12529;50000;3040;20;91.279999;19.690001;38.029999;39.599998;6.9400001;12.3
ANCASH;RECUAY;PAMPAS CHICO;21707;96695.59;45241;49559;3995;9933;16844;28073;19759;17492;54202;40598;0;2280;19;82.910004;11.68;9.1199999;27.639999;2.28;10.83
ANCASH;RECUAY;PARARIN;21708;50000;82760;81140;7023;15666;24958;57370;36086;24201;43541;120359;0;760;21;89.410004;13.33;58.630001;94.709999;3.53;2.9400001
ANCASH;RECUAY;TAPACOCHA;21709;64193;22048;23452;2270;3891;8538;11240;11024;9186;30910;14590;0;5320;4;83.220001;18.120001;7.3800001;30.200001;2.01;10.74
ANCASH;RECUAY;TICAPAMPA;21710;90666.78;122366;143534;16092;30348;41905;91693;48493;39529;180795;85105;0;18240;59;56.509998;10.42;3.78;11.46;1.04;7.8099999
ANCASH;SANTA;CHIMBOTE;21801;2651601.74;10858125;11406975;982174;2210726;3466713;8624629;4632060;2512087;21421332;843768;9719520.01;7713240;8492;18.879999;8.7399998;3.1400001;0.62;1.8;1.51
ANCASH;SANTA;CACERES DEL PERU;21802;157626.5;253696;229704;27213;52761;87194;146619;98524;76420;107410;375990;98886;55480;45;76.949997;11.1;23.540001;16.23;4.3600001;6.75
ANCASH;SANTA;COISHCO;21803;316888.07;852767;895533;88309;206388;301362;682147;328799;150403;1748300;0;169012.1;549480;771;24.09;12.41;0.67000002;1.9400001;1.8200001;2.0799999
ANCASH;SANTA;MACATE;21804;122567;172720;161280;17328;38987;60758;100744;69977;48984;33322;300678;99768;760;5;88.360001;7.0900002;15.18;15.99;4.0500002;4.5500002
ANCASH;SANTA;MORO;21805;152616.78;457412;428088;50429;101968;149731;341337;160505;87195;476850;408650;99993.78;94240;102;68.360001;10.84;12.12;5.8800001;3.8;8.2799997
ANCASH;SANTA;NEPEÑA;21806;305006.73;786693;777807;81091;169180;259935;578745;312922;174290;1467302;97198;1477994.76;487160;135;32.139999;6;0.97000003;5.2800002;2.76;3.97
ANCASH;SANTA;SAMANCO;21807;132130.84;269388;257612;29549;63320;84538;201846;103312;47434;410358;116642;387155.71;134520;140;36.75;7.1599998;1.54;7.5;0.87;3.3499999
ANCASH;SANTA;SANTA;21808;199631.4;1075580;1090020;114856;243152;367894;891633;393109;168396;1969878;195722;222945.8;488680;736;31.530001;10.58;0.37;9.5799999;2.3699999;2.24
ANCASH;SANTA;NUEVO CHIMBOTE;21809;1479544.59;8469351;8962549;882425;2012894;2932643;7179370;3269217;1258878;17327928;103972;3631780.59;3990760;5665;26.83;7.5799999;0.75999999;0.44999999;1.33;0.83999997
ANCASH;SIHUAS;SIHUAS;21901;203607.59;265789;297511;30206;67232;113353;194984;104259;56622;448864;114436;100000;56240;156;46.389999;12.12;3.77;12.81;1.3200001;6.5900002
ANCASH;SIHUAS;ACOBAMBA;21902;50000;85837;84863;12448;24355;40375;52282;28360;13314;83347;87353;0;0;6;97.599998;12.74;3.6099999;8.8900003;4.8099999;11.06
ANCASH;SIHUAS;ALFONSO UGARTE;21903;119218.63;26505;27695;1839;4544;11792;14605;12657;9304;18932;35268;0;3040;7;98.779999;16.459999;0;25;2.4400001;11.59
ANCASH;SIHUAS;CASHAPAMPA;21904;111453;140077;156423;16346;36914;68848;86709;54126;34965;68631;227869;0;0;2;91.870003;10.8;7.1599998;18.08;3.03;22.209999
ANCASH;SIHUAS;CHINGALPO;21905;101399.12;48621;49379;5631;13428;20358;30645;17651;10829;50029;47971;0;1520;26;94.300003;3.8;2.28;7.2199998;3.04;9.8900003
ANCASH;SIHUAS;HUAYLLABAMBA;21906;120000;173197;196903;21758;50877;83567;97098;76098;43624;101861;268239;100000;3040;20;94.660004;7.7199998;8.6099997;4.9499998;2.0799999;14.24
ANCASH;SIHUAS;QUICHES;21907;137144.15;116066;127434;11801;27609;58358;66153;53377;27609;53161;190339;50000;3040;14;92.089996;8.4899998;5.8600001;12.88;2.05;17.57
ANCASH;SIHUAS;RAGASH;21908;102395;123841;122759;12124;33450;58132;77726;38971;27713;37131;209469;74400;5320;4;93.099998;10.19;20.690001;8.8500004;2.0999999;14.39
ANCASH;SIHUAS;SAN JUAN;21909;200000;321956;337544;41679;84440;152101;207961;114752;62248;65712;593788;200000;2280;6;96.410004;9.8000002;7.98;16.18;2.79;18.059999
ANCASH;SIHUAS;SICSIBAMBA;21910;148974;74572;85828;6927;15694;37340;43401;33119;24785;74355;86045;0;1520;6;92.989998;7.4099998;1.6;16.23;2;20.84
ANCASH;YUNGAY;YUNGAY;22001;1380862.5;1064617;1118383;103746;235431;401291;847998;378249;234096;1051927;1131073;451482.6;184680;248;59.43;10.39;7.79;6.4400001;2.4100001;7.2600002
ANCASH;YUNGAY;CASCAPARA;22002;62933.7;90518;95082;8016;23381;43867;61124;32511;17814;17257;168343;50000;5320;2;92.889999;12.13;7.5300002;6.9000001;3.1400001;9.21
ANCASH;YUNGAY;MANCOS;22003;173029.48;333722;363778;34953;59220;107085;256359;147158;98514;263371;434129;98262.4;49400;33;73.529999;7.7800002;3.27;6.8899999;4.21;14.13
ANCASH;YUNGAY;MATACOTO;22004;92982.5;74026;75474;7570;13358;28943;57885;25826;17032;35956;113544;0;9880;7;75.190002;20.93;2.5799999;7.2399998;1.29;10.59
ANCASH;YUNGAY;QUILLO;22005;398938.12;631380;653420;73468;176546;287082;493460;174765;85601;139812;1144988;261690.12;21280;76;91.830002;15.9;21.049999;12.57;7.0799999;17.959999
ANCASH;YUNGAY;RANRAHIRCA;22006;90587.02;143828;149172;13581;30280;54882;102862;56440;36848;109652;183348;50025.92;39520;39;73.57;11.04;4.0900002;3.5999999;1.74;10.05
ANCASH;YUNGAY;SHUPLUY;22007;53266.15;98075;106425;12468;30168;47424;62675;33286;19148;21708;182792;0;9120;3;90.529999;11.64;1.58;7.6900001;1.38;11.64
ANCASH;YUNGAY;YANAMA;22008;99962.5;276971;302129;28276;71246;134255;178116;103641;66237;44084;535016;91300;9880;16;91.809998;5.29;2.3900001;11.28;2.77;17.27
APURIMAC;ABANCAY;ABANCAY;30101;695518.21;3570676;3839924;410951;810122;1348504;3361123;1072234;438136;6739803;670797;6776599.2;1642360;3413;23.73;14.98;0.72000003;2.8699999;1.08;2.02
APURIMAC;ABANCAY;CHACOCHE;30102;88405.2;68186;76114;7815;15517;24692;51649;26844;18802;109528;34772;50000;19760;9;82.349998;14;3.25;26.17;0.81;11.97
APURIMAC;ABANCAY;CIRCA;30103;101302.1;105565;101035;8269;14385;28883;58333;51197;48365;36925;169675;49974;1520;9;90.089996;7.8299999;9.1800003;45.779999;1.47;16.030001
APURIMAC;ABANCAY;CURAHUASI;30104;365342.96;887242;906158;92202;189953;378434;649036;325877;168885;806028;987372;199992;137560;156;74.419998;12;3.8099999;11.14;2.04;8.4499998
APURIMAC;ABANCAY;HUANIPACA;30105;52110.4;163892;160608;12912;36584;59350;101484;74754;42474;68185;256315;125138.4;760;7;95.480003;12.72;12.07;23.32;3.5;17.790001
APURIMAC;ABANCAY;LAMBRAMA;30106;70385;160062;167538;12234;27640;47690;90169;86658;66041;119622;207978;50000;3040;40;92.860001;15.1;10.15;29.950001;1.87;16.799999
APURIMAC;ABANCAY;PICHIRHUA;30107;50000;154747;157353;11555;27302;51998;87683;74541;63213;54717;257383;50000;4560;14;90.839996;10.9;12.83;19.959999;4.1500001;16.299999
APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;30108;58837.5;132967;142933;9061;30580;60820;78829;59801;39414;76790;199110;48055;3800;25;89.440002;7.1199999;6.0500002;15.3;2.3699999;17.200001
APURIMAC;ABANCAY;TAMBURCO;30109;133159.8;586842;629658;67734;127993;223138;546859;185420;70679;1025190;191310;99336;279680;291;32.139999;18.360001;0.57999998;3.4000001;0.85000002;3.55
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;30201;715185.07;2099773;2287527;255067;523225;878878;1876999;637230;234338;3591771;795529;4387982.19;645240;1046;46.18;15.18;1.24;2.6199999;2.4200001;4.3699999
APURIMAC;ANDAHUAYLAS;ANDARAPA;30202;100000;281258;308642;27820;66660;122846;178159;120991;78442;142593;447307;66602.58;1520;32;94.75;10.44;2.03;0.68000001;1.8099999;22.23
APURIMAC;ANDAHUAYLAS;CHIARA;30203;49910.84;64023;64677;5890;12216;25631;41773;24867;19087;79510;49190;49910.84;0;2;95.800003;12.59;3.5;2.0999999;0.93000001;15.85
APURIMAC;ANDAHUAYLAS;HUANCARAMA;30204;147291;238028;275772;22581;61089;102651;157194;111269;62725;272063;241737;98685;20520;35;85.089996;7.52;2.8299999;17.129999;1.42;17.07
APURIMAC;ANDAHUAYLAS;HUANCARAY;30205;165227.12;199191;210209;20072;42434;91632;123376;74942;59779;47234;362166;99798;7600;16;92.07;13.5;3.9200001;7.54;2.2;21.110001
APURIMAC;ANDAHUAYLAS;HUAYANA;30206;54227;37837;39363;3489;9814;15593;23225;13412;11994;48086;29114;48000.04;1520;2;95.800003;11.83;2.6700001;3.8199999;0.75999999;12.6
APURIMAC;ANDAHUAYLAS;KISHUARA;30207;107618.57;312463;328937;37858;83134;129720;224310;109318;61205;145321;496079;99999.99;6840;5;95.480003;8.8800001;3.75;6.23;4.4099998;14.78
APURIMAC;ANDAHUAYLAS;PACOBAMBA;30208;82516;175109;182091;15820;34804;68298;110848;82918;47459;44077;313123;49635;4560;12;94.330002;6.52;6.7800002;6.7800002;1.63;16.389999
APURIMAC;ANDAHUAYLAS;PACUCHA;30209;200000;391977;438123;35456;77675;163096;275464;180006;105276;104622;725478;145798;3040;23;94.620003;4.5799999;1.0599999;4.3200002;2.6300001;19.92
APURIMAC;ANDAHUAYLAS;PAMPACHIRI;30210;100000;112145;124255;12218;30873;54764;67309;44727;28036;66436;169964;100000;760;27;92.43;15.68;9.0799999;16.09;2.3399999;16.370001
APURIMAC;ANDAHUAYLAS;POMACOCHA;30211;53975.5;42206;51694;4144;10797;19849;28355;18540;13087;68162;25738;48787.2;760;3;97.029999;10.56;2.3099999;14.85;1.65;13.2
APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;30212;114683.4;155250;160050;15492;35021;69824;97099;59787;40476;154050;161250;100000;760;10;96.93;25.41;6.52;8.3400002;2.6800001;16.780001
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;30213;292465.37;1055926;1154874;126222;270118;479034;879847;328702;137023;1307388;903412;145674;253080;182;65.800003;10.87;3.22;2.6300001;2.01;8.0699997
