NOMBDEP;NOMBPROV;NOMBDIST;UBIGEO;BUDGET;SEX_M;SEX_F;AGE_0_2;AGE_3_8;AGE_9_18;AGE_19_45;AGE_46_65;AGE_66_120;AREA_URB;AREA_RUR;CONTRACT_SERV;SUBSIDY;CASES_COVID;UBN_1;UBN_2;UBN_3;UBN_4;UBN_5;UBN_6
ICA;CHINCHA;SAN JUAN DE YANAC;110208;72637.6;67210;67090;5969;13012;19936;39992;36171;20652;37126;97174;0;0;10;95.379997;23.09;77.110001;73.489998;1.61;3.8199999
ICA;CHINCHA;SAN PEDRO DE HUACARPANA;110209;89255.8;52543;53857;5135;13136;19226;30451;26391;13494;30571;75829;49965.84;0;6;99.230003;21.030001;70.769997;67.690002;0.50999999;3.3299999
ICA;CHINCHA;SUNAMPE;110210;183869.25;1671271;1759629;207043;432355;599040;1332766;593787;287640;3364154;66746;50000;623200;556;18.129999;15.07;0.99000001;2.1800001;2.23;0.52999997
ICA;CHINCHA;TAMBO DE MORA;110211;67228.1;322728;326072;36058;82622;116411;253717;109606;54325;610354;38446;50000;92720;176;13.09;8.6800003;0.47;7.9400001;2.0999999;0.54000002
ICA;NASCA;NASCA;110301;156327.91;1538441;1608959;146552;339637;498542;1261886;631783;291426;2927691;219709;384202.1;965960;618;17.790001;11.59;0.2;7.1199999;1.8;1.55
ICA;NASCA;CHANGUILLO;110302;88743.99;124365;107335;11513;25065;39816;81551;47971;28543;124365;107335;49992.27;47120;50;43.18;8.5;2.97;14.44;1.35;5.1300001
ICA;NASCA;EL INGENIO;110303;78890.22;189837;179163;18828;42452;65357;133233;74831;37056;230250;138750;0;12920;124;52.98;10.75;2.4400001;8.6000004;1.76;2.9300001
ICA;NASCA;MARCONA;110304;100125.16;871160;839140;87668;201120;270079;721850;327165;113692;1704543;5757;448521.98;394440;886;9.4099998;9.5;0.34999999;4.73;1.4;0.54000002
ICA;NASCA;VISTA ALEGRE;110305;315367.29;1174682;1214018;144512;308092;401395;986877;394079;165019;2235674;153026;50000;658920;783;31.6;15.09;0.40000001;4.9000001;1.6799999;2.02
ICA;PALPA;PALPA;110401;148630.44;429355;433445;40788;97142;139180;322442;175650;93392;767817;94983;1030200;261440;944;27.57;13.82;0.54000002;1.9299999;1.34;1.89
ICA;PALPA;LLIPATA;110402;50000;85807;88193;7956;24890;28299;67622;30572;15229;127630;46370;0;20520;19;52.459999;18.85;0;9.4300003;0.41;2.46
ICA;PALPA;RIO GRANDE;110403;50000;157363;144637;15566;33404;47266;108166;63513;36358;158385;143615;1645331.16;22040;156;29.450001;15.25;9.1099997;4.1300001;1.59;3.5
ICA;PALPA;SANTA CRUZ;110404;50000;52366;52934;3976;11018;14426;37713;24650;14426;47822;57478;106753.8;4560;15;46.959999;20.610001;3.04;3.04;0.68000001;2.03
ICA;PALPA;TIBILLO;110405;50000;20914;18186;2160;3637;5569;12048;8752;7388;26824;12276;0;0;5;81.400002;18.6;26.360001;48.84;0;3.8800001
ICA;PISCO;PISCO;110501;493101.31;3815263;4043137;430756;948747;1330344;3045349;1480177;671715;7849087;9313;1714271.75;1413600;4230;13.65;13.2;0.99000001;3.24;2;0.52999997
ICA;PISCO;HUANCANO;110502;102541;72981;71919;6131;16034;26410;53999;28414;15209;46807;98093;50000;10640;26;31.440001;12.89;12.37;12.37;4.3800001;3.6099999
ICA;PISCO;HUMAY;110503;50000;315684;317216;34303;71318;109747;253561;113637;54343;399261;233639;1245235.62;136040;88;20.950001;10.77;10.12;9.8900003;1.53;2.6500001
ICA;PISCO;INDEPENDENCIA;110504;162409.2;757879;755521;92657;197456;270073;588715;250622;122953;815996;697404;50000;167200;162;33.34;15.77;12.07;2.8;1.36;2.1500001
ICA;PISCO;PARACAS;110505;716396.41;355561;356739;47392;95492;133807;308640;101976;28176;694380;17919;179939.12;114000;131;35.740002;15.83;0.25999999;2.3199999;2.22;1.55
ICA;PISCO;SAN ANDRES;110506;128500;776738;792062;91714;185078;285869;616651;266654;132973;1384783;184017;50000;629280;262;10.21;12.78;0.23999999;2.27;1.71;0.94999999
ICA;PISCO;SAN CLEMENTE;110507;314758.41;1427132;1467568;175297;392797;515399;1204327;448204;170346;2825147;69553;100000;450680;586;18.700001;16.18;0.44;1.17;2.1500001;1.64
ICA;PISCO;TUPAC AMARU INCA;110508;150497.26;1009109;1066991;136513;264420;388318;840060;327371;128378;2063015;13085;69983.87;552520;282;18.58;13.88;1.35;1.72;1.72;1.35
JUNIN;HUANCAYO;HUANCAYO;120101;1663335.73;6132134;6964966;587489;1227495;2228785;5577247;2453877;1110109;12936542;160558;21910366.05;4984080;4864;11.3;10.25;0.38999999;1.96;1.27;1.12
JUNIN;HUANCAYO;CARHUACALLANGA;120104;80220.52;26481;29819;1224;4228;5341;19138;15021;12017;56300;0;49918.52;760;3;95.220001;5.1799998;1.2;11.95;0.40000001;4.3800001
JUNIN;HUANCAYO;CHACAPAMPA;120105;52500;49305;56095;4675;8125;18587;25599;20145;29717;54536;50864;0;760;6;98;2.99;1.75;4.9899998;0.5;13.97
JUNIN;HUANCAYO;CHICCHE;120106;59927.7;33808;40592;2780;6561;12011;17238;17794;19351;40703;33697;48402;1520;10;92.489998;1.71;2.3900001;16.379999;1.37;12.63
JUNIN;HUANCAYO;CHILCA;120107;296770.21;4734176;5268924;527182;1056922;1899211;4398485;1560738;611188;9996980;6120;322352;2910040;1772;20.75;14.38;0.25;2.8599999;1.89;1.99
JUNIN;HUANCAYO;CHONGOS ALTO;120108;49999.9;52540;63560;4453;8794;18589;25268;29609;30945;83151;32949;49999.9;4560;16;86.470001;2.54;5.29;20.299999;0.63;12.05
JUNIN;HUANCAYO;CHUPURO;120111;60742.2;98456;115144;9234;20915;38381;78542;38715;30371;85996;127604;0;18240;32;66.489998;8.25;1.9299999;20.879999;4.9099998;4.3899999
JUNIN;HUANCAYO;COLCA;120112;50055.38;48491;56609;4671;11010;14236;25802;27248;24579;63839;41261;42730.38;1520;20;93;3.25;4;7.5;1.5;5.75
JUNIN;HUANCAYO;CULLHUAS;120113;54820;71759;75541;6230;13017;25922;45725;33821;23475;77433;69867;49974;760;15;95.550003;4.0100002;12.25;23.83;4.0100002;6.2399998
JUNIN;HUANCAYO;EL TAMBO;120114;566872.12;8488664;9579636;815030;1735430;2977502;7641700;3414448;1606694;17264064;804237;8197782.19;6266200;4810;9.1599998;10.63;0.31;1.01;1.13;0.86000001
JUNIN;HUANCAYO;HUACRAPUQUIO;120116;49996.16;68211;83789;7122;14577;27707;46846;32158;24814;144322;7678;0;7600;5;80.220001;9.0299997;2.1500001;18.49;1.72;1.9400001
JUNIN;HUANCAYO;HUALHUAS;120117;74138.48;276586;305514;28816;67645;120492;224963;95682;48508;582100;0;50015.28;119320;62;38.5;16.870001;1.1;4.6700001;1.1;2.9200001
JUNIN;HUANCAYO;HUANCAN;120119;311591.01;1295044;1445256;152771;324123;605296;1173540;358504;137416;2610006;130294;58139.92;337440;156;36.740002;16.16;0.41999999;6.3099999;1.92;2.8399999
JUNIN;HUANCAYO;HUASICANCHA;120120;54372.1;41711;42489;3226;9788;18798;24359;14793;14237;63400;20800;48500.19;760;6;94.82;1.9400001;2.9100001;35.599998;0.64999998;9.3900003
JUNIN;HUANCAYO;HUAYUCACHI;120121;118071.6;503697;580803;57858;119944;207954;438495;174352;91905;1076711;7789;99817.2;158080;88;43.599998;12.8;1.09;10.97;1.5700001;3.8900001
JUNIN;HUANCAYO;INGENIO;120122;57970;112266;136634;13018;26481;49958;85563;45619;30264;221084;27816;0;37240;13;61.529999;5.8699999;4.2600002;17.33;0.44;5.29
JUNIN;HUANCAYO;PARIAHUANCA;120124;100000;283175;287625;26815;69097;125621;166122;115718;71211;15911;554889;0;3800;8;94.080002;10.6;8.7600002;39.549999;5.8000002;15.1
JUNIN;HUANCAYO;PILCOMAYO;120125;276680;1036571;1164529;116497;241451;433611;910616;349158;160448;2201100;0;60850;743280;377;14.56;12.99;0.41999999;3.23;1.78;1.99
JUNIN;HUANCAYO;PUCARA;120126;191611;235124;270176;22032;51965;93137;177484;103263;61201;286422;218878;99953;44080;47;71.040001;6.4200001;5.2800002;27.889999;1.5;4.4899998
JUNIN;HUANCAYO;QUICHUAY;120127;51000;97597;108503;10127;23370;40842;71556;35500;25929;125530;80570;50000;25080;14;64.830002;9.3900003;1.29;10.68;1.29;4.9699998
JUNIN;HUANCAYO;QUILCAS;120128;72902;195160;237440;23588;50737;88901;161446;67538;42948;330792;101808;49980;40280;57;57.110001;12.66;3.1900001;35.310001;1.64;5.77
JUNIN;HUANCAYO;SAN AGUSTIN;120129;246493.49;796122;891478;97026;194830;329687;687302;265040;123619;1579559;108041;199979;652840;164;24.35;14.96;1;2.8;1.28;2.45
JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;120130;103500;593929;689171;63866;148204;251791;492233;214073;120722;1283100;0;86813.6;363280;114;25.32;12.84;0.74000001;2.3;1.6;2.27
JUNIN;HUANCAYO;SAÑO;120132;181867.6;273491;310209;31266;69764;109708;229875;93129;52629;581363;2337;87375;73720;4;44.009998;17.049999;0.62;4.7800002;2.1500001;2.98
JUNIN;HUANCAYO;SAPALLANGA;120133;284612.16;1109086;1225914;133963;272710;459300;935958;374739;173239;2126156;208844;199996.86;285760;216;50.889999;10.15;1.38;10.08;2.03;3.76
JUNIN;HUANCAYO;SICAYA;120134;244211.04;883806;993294;112047;237447;399677;746946;265598;124843;1831480;45620;174648.2;243960;126;35.380001;17.889999;0.83999997;4.5900002;2.4300001;2.8499999
JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;120135;122622.3;340701;322899;38499;86455;161115;194941;121282;65759;34938;628662;0;4560;5;95.269997;23.66;33.459999;18.59;3.4400001;12.28
JUNIN;HUANCAYO;VIQUES;120136;84225.06;136731;156869;15464;36714;61412;108807;45280;27702;288037;5563;0;88920;43;57.720001;13.56;0.67000002;6.5799999;1.61;3.0899999
JUNIN;CONCEPCION;CONCEPCION;120201;275079.2;767315;865085;75767;164541;305560;640820;300249;155002;1489755;142645;0;431680;225;26.049999;16.719999;0.64999998;2.3699999;0.97000003;1.4400001
JUNIN;CONCEPCION;ACO;120202;49950.32;87808;90192;8347;15177;29486;58538;39568;28619;158596;19404;0;20520;9;78.599998;9.8900003;0;21.4;0.36000001;2.8800001
JUNIN;CONCEPCION;ANDAMARCA;120203;100000;174921;192479;22759;49420;86810;98840;68820;44326;35114;332286;0;6080;1;93.910004;22.120001;20.43;19.780001;4.6900001;10.78
JUNIN;CONCEPCION;CHAMBARA;120204;78223.9;127578;148822;14850;30350;56689;92784;48885;34685;88665;187735;49999.9;2280;3;85.870003;9.3400002;3.9300001;9.0900002;0.37;4.3000002
JUNIN;CONCEPCION;COCHAS;120205;50000;106313;102087;11596;26009;41723;75536;32728;22433;41832;166568;50000;6080;0;96.300003;31.43;13.61;12.61;1.51;4.3699999
JUNIN;CONCEPCION;COMAS;120206;100000;269362;287138;29917;69806;121077;182320;93762;63953;89968;466532;98428;15960;355;86.349998;20.469999;13.53;19.139999;2.29;14.92
JUNIN;CONCEPCION;HEROINAS TOLEDO;120207;62436.97;47387;58013;5313;11928;22555;31989;20494;13988;14530;90870;49999.2;1520;4;91.690002;4.6199999;3.3800001;10.15;0.62;9.8500004
JUNIN;CONCEPCION;MANZANARES;120208;61401;74464;85736;8563;13982;24604;58314;32300;23304;150337;9863;50000;47120;9;69.209999;10.19;1.7;5.3099999;1.27;2.76
JUNIN;CONCEPCION;MARISCAL CASTILLA;120209;71764;76309;74791;8888;18860;32084;53438;23738;15392;39672;111428;49964;3040;2;90.360001;23.370001;22.41;16.139999;0.47999999;4.5799999
JUNIN;CONCEPCION;MATAHUASI;120210;105818.12;278800;321400;28834;68399;113059;216579;114035;62762;454621;145579;99998.12;148960;23;51.509998;11.27;1.73;5;1.28;3.4000001
JUNIN;CONCEPCION;MITO;120211;50000;68505;81295;6720;13441;24714;54847;31868;18752;101456;48344;50000;18240;11;63.470001;15.37;3.5599999;6.2399998;2;1.78
JUNIN;CONCEPCION;NUEVE DE JULIO;120212;50000;116633;131267;13116;26990;48561;90727;44984;25039;219284;28616;0;41800;13;61.41;14.71;4.5;6.0100002;1.2;2.7
JUNIN;CONCEPCION;ORCOTUNA;120213;123091.87;247675;263825;30566;53762;104381;193262;79234;52787;448741;62759;36885.2;192280;40;58.799999;13.83;4.29;5.5599999;1.73;3.01
JUNIN;CONCEPCION;SAN JOSE DE QUERO;120214;115515.6;260592;299508;30352;65365;127261;175390;101353;65473;240430;319670;100000;54720;22;88.57;5.1100001;7.8499999;4.5999999;1.34;5.4299998
JUNIN;CONCEPCION;SANTA ROSA DE OCOPA;120215;49999.9;97357;111343;9432;19623;35343;72747;42933;29381;190703;17997;49999.9;86640;5;60.619999;10.23;1.4;6.8200002;0.93000001;3.72
JUNIN;CHANCHAMAYO;CHANCHAMAYO;120301;433515.4;1492005;1512495;144354;314379;533903;1192591;604353;230805;2640622;363878;2190062.81;1395360;1290;17.49;21.59;4.4400001;6.71;2.1500001;1.5700001
JUNIN;CHANCHAMAYO;PERENE;120302;200000;3070963;2916937;340630;760690;1304615;2344923;962029;299878;3739560;2248340;325325;605720;976;49.200001;25.25;10.51;5.8299999;3.55;3
JUNIN;CHANCHAMAYO;PICHANAQUI;120303;393626.34;2177299;2034901;258780;565218;912983;1643162;647756;203755;2355728;1856472;426098.6;768360;931;52.400002;27.49;20.040001;5.8400002;3.71;3.27
JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;120304;141744.89;257147;219853;22331;56517;78733;172774;102905;48345;209263;267737;50000;69160;64;31.639999;19.99;19.780001;33.029999;1.67;2.98
JUNIN;CHANCHAMAYO;SAN RAMON;120305;453989.1;1419603;1458397;148844;330611;531027;1108101;540697;236447;2307258;570742;213500;916560;425;17.440001;19.309999;6.6799998;9.1800003;2.5599999;2.6900001
JUNIN;CHANCHAMAYO;VITOC;120306;49995;95099;83701;8865;20148;27401;62402;37994;22566;51119;127681;49995;14440;10;37.68;18.75;20.18;23.040001;3.04;3.9300001
JUNIN;JAUJA;JAUJA;120401;333948.05;823579;928621;77927;183520;307630;659459;354143;182969;1739855;12345;1730304.85;854240;422;21.18;15.28;0.1;2.22;0.83999997;1.3200001
JUNIN;JAUJA;ACOLLA;120402;104173;315044;353956;28109;62832;134924;214622;140326;93477;488109;180891;99990;41800;58;67.589996;7.8299999;3.4200001;24.379999;1.09;5.1500001
JUNIN;JAUJA;APATA;120403;99998.17;225078;247122;22265;50483;94352;158502;89833;59411;186720;285480;99758.75;8360;15;79.980003;9.0600004;5.4400001;19.49;2.72;6.1900001
JUNIN;JAUJA;ATAURA;120404;50000;64911;74389;6392;16200;23474;48380;27111;19066;110867;28433;0;14440;14;55.59;16.889999;3.54;18.26;0.54000002;2.1800001
JUNIN;JAUJA;CANCHAYLLO;120405;50386;83781;87419;9921;19181;32741;59859;33512;17528;143971;27229;49993;42560;13;56.080002;17.870001;29.09;45.630001;2.0899999;5.3200002
JUNIN;JAUJA;CURICACA;120406;57598.32;76047;79353;9037;19067;29206;55547;28435;15430;47832;107568;0;6080;7;46.84;13.51;18.74;43.790001;0.44;4.3600001
JUNIN;JAUJA;EL MANTARO;120407;50000;126553;151247;15654;28662;50269;94143;55450;36268;262477;15323;50000;70680;13;58.310001;10.83;1.01;10.83;0.75999999;1.89
JUNIN;JAUJA;HUAMALI;120408;49925;84859;96541;8817;17523;31850;60063;38793;26119;142166;39234;49925;45600;13;56.41;9.8599997;0.99000001;20.120001;0.79000002;2.1700001
JUNIN;JAUJA;HUARIPAMPA;120409;49999.95;52786;57414;3967;10028;17081;36807;24685;18624;107335;2865;49999.95;14440;9;68.470001;13.21;0;9.3100004;0.60000002;3
JUNIN;JAUJA;HUERTAS;120410;50000;109579;115421;13449;24804;38143;81688;40458;27780;165250;59750;50000;9880;11;72.07;14.71;1.98;21.32;0.17;2.1500001
JUNIN;JAUJA;JANJAILLO;120411;49999.74;25901;35599;1984;5180;12013;13116;14769;15099;21161;40339;49968.59;760;0;93.150002;5.48;7.3099999;59.82;0;7.7600002
JUNIN;JAUJA;JULCAN;120412;49999.79;37909;44191;4518;7934;12783;28432;15208;14106;82100;0;49056.79;6080;3;82.459999;10.88;8.4200001;30.18;1.05;3.51
JUNIN;JAUJA;LEONOR ORDOÑEZ;120413;50000;83671;87529;6614;14331;30095;59418;38363;24032;145625;25575;50000;10640;0;67.910004;11.42;1.1799999;13.58;0.38999999;1.77
JUNIN;JAUJA;LLOCLLAPAMPA;120414;49999.27;61306;64394;5072;12680;18855;42121;26684;21060;87990;37710;36976.67;18240;19;60.619999;9.8400002;1.55;24.35;0.51999998;4.9200001
JUNIN;JAUJA;MARCO;120415;49997.03;74165;85735;6722;13334;25897;45733;35925;34162;120669;39231;49997.03;6840;4;86.019997;10.54;2.49;75.290001;0.19;8.4300003
JUNIN;JAUJA;MASMA;120416;59482.5;90600;100300;8597;22375;32294;65470;35050;28547;74949;115951;50000;12160;23;81.059998;12.57;4.96;16.99;1.0599999;3.72
JUNIN;JAUJA;MASMA CHICCHE;120417;49999.7;39468;41232;3528;9481;15765;26900;15765;11025;26680;54020;0;760;2;96.830002;7.6900001;18.1;49.77;0.44999999;9.5
JUNIN;JAUJA;MOLINOS;120418;50000;86185;86515;9037;20169;32292;53342;36149;23254;132253;40447;50000;13680;6;89.769997;11;11.78;15.06;1.54;6.5599999
JUNIN;JAUJA;MONOBAMBA;120419;49999.3;87077;75723;9259;19289;27115;59741;32185;16534;42105;120695;46221.3;20520;39;62.080002;25.35;8.9799995;23.35;2;2.4000001
JUNIN;JAUJA;MUQUI;120420;50000;50063;59437;4411;10696;18967;35618;22826;17974;109059;441;49400;12920;2;73.309998;17.6;0.88;9.0900002;1.47;2.9300001
JUNIN;JAUJA;MUQUIYAUYO;120421;86372.19;117401;139999;12236;26236;46519;85212;49496;40016;254754;2646;49999;65360;13;51.18;10.26;0;3.8800001;1.25;2.22
JUNIN;JAUJA;PACA;120422;59176.92;47938;50362;3196;9257;15869;27771;21269;21820;66231;32069;49960.92;18240;6;70.730003;7.9299998;6.0999999;51.220001;0.30000001;3.3499999
JUNIN;JAUJA;PACCHA;120423;50000;78026;81774;7935;17082;30417;50365;35046;21160;51136;108664;48288;4560;17;89.580002;9.8199997;0.40000001;20.639999;0.80000001;7.8200002
JUNIN;JAUJA;PANCAN;120424;68502.37;64575;70525;5069;13995;22590;46282;29973;18513;72399;62701;50179.37;12160;11;68.959999;19.43;3.3199999;24.879999;0.94999999;3.0799999
JUNIN;JAUJA;PARCO;120425;50000;58865;68235;5842;10362;21826;40787;27338;22488;100864;26236;0;45600;6;60.470001;10.59;1.29;38.759998;0.77999997;3.0999999
JUNIN;JAUJA;POMACANCHA;120426;50000;75508;81792;8047;17196;39353;42329;31747;20062;57100;100200;49922;3800;2;96.120003;12.56;24.200001;31.280001;1.14;9.8199997
JUNIN;JAUJA;RICRAN;120427;49999.31;65124;66776;6832;16198;25785;36694;27548;19835;67658;64242;49999.31;11400;2;91.839996;9.0900002;13.99;20.75;2.3299999;6.29
JUNIN;JAUJA;SAN LORENZO;120428;50000;125973;149227;14989;30970;57090;100514;46179;27002;234091;41109;50000;19760;32;55.849998;15.68;0.82999998;4.2600002;0.82999998;3.99
JUNIN;JAUJA;SAN PEDRO DE CHUNAN;120429;49998.19;29331;32969;2095;5293;9703;18194;15547;12129;61969;331;49828.19;2280;10;82.379997;5.2399998;18.1;32.380001;0;7.6199999
JUNIN;JAUJA;SAUSA;120430;84469.99;157296;180004;17967;42659;65696;124448;58421;30203;337300;0;48075.19;140600;22;35.299999;17.59;0.34999999;4.5999999;0.58999997;2.95
JUNIN;JAUJA;SINCOS;120431;50000;198294;218906;21494;42877;83991;143292;83550;45743;216702;200498;0;30400;8;81.660004;13.94;2.28;26;0.98000002;3.5
JUNIN;JAUJA;TUNAN MARCA;120432;50000;57420;56980;4960;12123;20059;33064;25679;19948;100072;14328;49994.05;28880;3;78.300003;10.44;9.8900003;39.560001;2.75;4.9499998
JUNIN;JAUJA;YAULI;120433;50000;59844;61056;5070;11572;22042;36810;25899;20279;102164;18736;50000;12160;13;87.050003;5.23;7.9899998;19.83;0.28;4.96
JUNIN;JAUJA;YAUYOS;120434;108634.33;459312;516188;47507;110006;183637;373997;173826;93141;936370;39130;98833.33;488680;170;23.540001;17.84;0.079999998;3.0699999;1.45;2.5
JUNIN;JUNIN;JUNIN;120501;210950;507987;591513;52061;114680;194583;396930;226773;122753;1021253;78247;543789.8;272080;400;19.52;15.92;5.8400002;8.5799999;0.77999997;5.9000001
JUNIN;JUNIN;CARHUAMAYO;120502;263111.79;280249;327751;34565;71304;121497;208324;113010;64163;577885;30115;96747.5;178600;69;20.040001;25.540001;4.1100001;10.74;1.8;6.4200001
JUNIN;JUNIN;ONDORES;120503;50000;60018;64882;5691;10658;19351;35907;30009;24318;58880;66020;50000;13680;23;64.080002;21.02;16.73;24.290001;0.61000001;4.9000001
JUNIN;JUNIN;ULCUMAYO;120504;151573;224393;218907;27842;48646;75971;140349;94705;60963;104537;338763;100000;16720;28;72.830002;31.110001;11.71;52.009998;3.0999999;11.38
JUNIN;SATIPO;SATIPO;120601;477418.24;2174726;2148374;234248;528889;863424;1795537;698597;224244;2970317;1352784;4706922.3;1010040;1375;33.139999;25.08;10.61;4.6300001;3.0699999;2.3099999
JUNIN;SATIPO;COVIRIALI;120602;163587;355272;348928;44531;87354;122003;301347;105776;46971;38065;666135;143700;3040;105;75.889999;45.509998;52.75;7.5999999;3.8299999;2.6500001
JUNIN;SATIPO;LLAYLLA;120603;131177;415671;382729;29403;86379;157264;334415;146650;48314;186667;611733;100000;2280;7;89.209999;51.189999;19.24;7.8800001;1.97;0.51999998
JUNIN;SATIPO;MAZAMARI;120604;313927.5;2046991;2017709;353569;668584;907957;1568977;452636;126519;1595452;2469248;199330.7;654360;271;56.450001;43.849998;29.6;6.9699998;5.9899998;2.9100001
JUNIN;SATIPO;PAMPA HERMOSA;120605;126890;243279;206921;25499;64663;94676;169832;70031;28305;45508;404692;100000;3800;77;84.720001;24.030001;26.18;11.81;2.8900001;3.47
JUNIN;SATIPO;PANGOA;120606;912899.57;3211766;3018634;443120;973107;1447339;2400071;779486;208018;2409221;3821179;2024700.85;23560;1327;67.809998;33.490002;24.18;6.8400002;5.54;3.6800001
JUNIN;SATIPO;RIO NEGRO;120607;334160.8;1886807;1832393;378703;676030;793398;1390369;369919;123835;641990;3077210;327848;43320;429;67.410004;53.57;28.809999;3.8499999;5.1199999;2.6199999
JUNIN;SATIPO;RIO TAMBO;120608;330453.7;1590837;1532763;251943;528896;776447;1162596;353574;58441;203140;2920460;394930.86;0;288;86.919998;40.66;60.84;13.78;7.0900002;5.0100002
JUNIN;SATIPO;VIZCATAN DEL ENE;120609;197994;279877;216923;39407;66614;80035;244862;59050;7808;54414;442386;100000;3800;4;83.370003;19.469999;46.009998;21.450001;4.0300002;1.45
JUNIN;TARMA;TARMA;120701;972486.18;2315253;2622847;232731;513678;872767;1868825;982100;503422;4444512;493588;1517340.43;1356600;972;23.23;14.15;2.5699999;9;1.54;1.89
JUNIN;TARMA;ACOBAMBA;120702;139005.3;460710;487990;43353;88187;153217;336253;201223;133761;584848;363852;100000;174040;63;49.48;10.24;3.6199999;15.1;2.6199999;3.03
JUNIN;TARMA;HUARICOLCA;120703;58525.5;95695;105105;9834;21465;40816;63127;42190;24743;139048;61752;49401.5;10640;11;86.059998;12.34;7.3699999;25;1.76;8.8100004
JUNIN;TARMA;HUASAHUASI;120704;145780;503958;507342;58580;108912;179336;371254;188323;113459;443369;567931;90000;205200;30;66.790001;25.440001;7.0100002;28.809999;3.0999999;6.4099998
JUNIN;TARMA;LA UNION;120705;123880.13;155533;169067;19984;36161;60056;118315;57730;35421;274483;50117;0;34200;40;55.439999;13.31;17;6.7600002;1.0599999;2.8499999
JUNIN;TARMA;PALCA;120706;147563.4;289610;291090;26963;64816;111128;216124;107110;58472;324291;256409;0;96520;45;65.199997;26.610001;3.6099999;11.26;2.53;4.27
JUNIN;TARMA;PALCAMAYO;120707;50000;177954;183346;16812;33413;56357;117896;83214;56252;206502;154798;0;83600;23;66.459999;17.09;15.9;42.09;2.22;4.5100002
JUNIN;TARMA;SAN PEDRO DE CAJAS;120708;57349.4;163469;183031;14274;31510;53291;102776;81100;68200;279146;67354;0;100320;13;57.349998;11.56;11.78;30.43;0.73000002;7.3200002
JUNIN;TARMA;TAPO;120709;101157;242052;230948;25062;56151;98661;161051;88086;47797;88826;384174;99925;19000;6;84.809998;17.370001;7.1900001;45.200001;2.1800001;6.4699998
JUNIN;YAULI;LA OROYA;120801;543222.3;733756;803844;74944;170678;287825;572538;322559;117769;1522910;14690;100000;622440;551;5.46;12.47;0.77999997;6.1900001;1.28;1.53
JUNIN;YAULI;CHACAPALPA;120802;49999;39207;42693;4979;7966;13194;25640;19293;12073;28628;53272;46000;6080;2;80.75;13.96;8.3000002;49.43;0.75;4.1500001
JUNIN;YAULI;HUAY-HUAY;120803;87000;72215;79685;8840;18427;33119;56776;22411;13198;137955;13945;50000;23560;20;42.27;20.530001;9.1800003;14.25;2.6600001;2.6600001
JUNIN;YAULI;MARCAPOMACOCHA;120804;49998.86;47817;43583;5105;10709;13324;33497;22539;7347;59273;32127;50000;3800;3;35.580002;21.15;5.77;19.23;2.24;1.92
JUNIN;YAULI;MOROCOCHA;120805;49959;184133;194467;25522;48554;96113;152760;47060;9586;339632;38968;49959;75240;130;2.8399999;12.58;1.97;3.28;1.53;2.0799999
JUNIN;YAULI;PACCHA;120806;50610;93498;98602;9462;20542;29630;72831;40213;21538;151016;41084;0;38000;19;16.85;19.26;3.1500001;19.07;0.74000001;3.3299999
JUNIN;YAULI;SANTA BARBARA DE CARHUACAYAN;120807;159003;49183;46817;5354;10584;14942;33868;19300;12825;59393;36607;290790.6;38000;8;48.209999;21.790001;17.860001;21.790001;1.79;1.79
JUNIN;YAULI;SANTA ROSA DE SACCO;120808;70000;457784;505716;43077;103085;177411;354947;205175;84784;960885;2614;37789.5;328320;350;6.9699998;14.22;0.49000001;8.0299997;1.75;1.87
JUNIN;YAULI;SUITUCANCHA;120809;54090;39317;41183;4977;12069;16050;25631;14308;7714;45662;34838;0;3040;2;81.25;28.75;22.5;20.83;2.5;2.0799999
JUNIN;YAULI;YAULI;120810;70120.5;227437;203163;22781;49795;69713;194448;76061;20291;408068;22532;91705;68400;57;11.49;15.53;2.3499999;7.1199999;0.88999999;1.05
JUNIN;CHUPACA;CHUPACA;120901;511141.49;1062271;1227329;113074;250583;428320;905051;400657;203210;1667521;622079;0;587480;788;29.629999;13.12;3.4200001;3.6900001;1.01;1.6900001
JUNIN;CHUPACA;AHUAC;120902;100000;329645;391655;35500;71461;131512;243315;146035;99009;403181;318119;293453.2;74480;185;54.709999;7.5700002;4.3400002;19.49;1.54;3.97
JUNIN;CHUPACA;CHONGOS BAJO;120903;65000;239648;273652;23054;48529;95444;181897;99017;70661;424196;89104;0;96520;43;59.860001;7.75;3.8399999;12.03;1.38;3.1900001
JUNIN;CHUPACA;HUACHAC;120904;59355;156645;183155;16022;31237;59015;116994;67776;51754;208975;130825;50000;47120;39;54.880001;11;3.0599999;6.2399998;0.79000002;4.0799999
JUNIN;CHUPACA;HUAMANCACA CHICO;120905;99987.5;346815;382085;46795;86560;133470;287803;119409;58898;580100;148800;78537.5;98800;413;44.59;14.23;1.95;16.459999;0.38999999;2.1199999
JUNIN;CHUPACA;SAN JUAN DE ISCOS;120906;49296.5;120447;136353;12563;24089;43684;82526;53135;43223;127939;128861;49296.5;5320;17;73.410004;8.0699997;9.2600002;25;1.85;3.4400001
